label,Hemisphere,Region,PGS,Estimate_Score,Std_Error_Score,t_value_Score,p_value_Score,Significant_p_value_Score,Estimate_Interaction,Std_Error_Interaction,t_value_Interaction,p_value_Interaction,Significant_p_value_Interaction,Phenotype,Significant,Estimate_LMER,Sig_LMER
rh_entorhinal,right,entorhinal,ASD,0.028444668,0.039632185,0.717716357,0.472932195,not sig,-0.00054358,0.000716118,-0.759064245,0.447814126,not sig,SA,LMM_NOT_SIG,NA,NA
rh_entorhinal,right,entorhinal,BIP,-0.024547946,0.039650187,-0.619112993,0.535841924,not sig,0.000658438,0.000715834,0.919818385,0.357667674,not sig,SA,LMM_NOT_SIG,NA,NA
rh_entorhinal,right,entorhinal,MDD,0.013780864,0.039710759,0.347030983,0.728568042,not sig,-0.000441764,0.000717517,-0.615684051,0.538103066,not sig,SA,LMM_NOT_SIG,NA,NA
rh_entorhinal,right,entorhinal,SCZ,-0.051986927,0.039805623,-1.306019706,0.191545856,not sig,0.000949687,0.000717533,1.323544517,0.185654362,not sig,SA,LMM_NOT_SIG,NA,NA
rh_entorhinal,right,entorhinal,SUD,0.041776995,0.039756016,1.050834563,0.293334579,not sig,-0.000812347,0.000720607,-1.12730927,0.259611744,not sig,SA,LMM_NOT_SIG,NA,NA
rh_fusiform,right,fusiform,ADHD,-0.067359398,0.036148102,-1.863428359,0.062402023,not sig,0.00070736,0.000651997,1.08491395,0.277959769,not sig,SA,LMM_SIG,0.00070736,not sig
rh_fusiform,right,fusiform,ASD,-0.038733154,0.035877086,-1.079607046,0.280317203,not sig,0.000543139,0.000648264,0.83783642,0.402122581,not sig,SA,LMM_NOT_SIG,NA,NA
rh_fusiform,right,fusiform,BIP,-0.016516687,0.035899243,-0.460084553,0.645455531,not sig,0.000477548,0.000648097,0.736847279,0.461215228,not sig,SA,LMM_NOT_SIG,NA,NA
rh_fusiform,right,fusiform,MDD,-0.011875971,0.0359456,-0.330387345,0.741107302,not sig,-0.000198039,0.000649469,-0.304924424,0.760423713,not sig,SA,LMM_SIG,-0.000198039,not sig
rh_fusiform,right,fusiform,SCZ,0.015269487,0.036036721,0.423720223,0.671769865,not sig,-0.000424145,0.000649579,-0.652953798,0.513786065,not sig,SA,LMM_NOT_SIG,NA,NA
rh_fusiform,right,fusiform,SUD,0.006026625,0.035993587,0.167436068,0.867026947,not sig,-0.000183825,0.000652386,-0.281773843,0.778116929,not sig,SA,LMM_NOT_SIG,NA,NA
rh_inferiorparietal,right,inferior parietal,ADHD,-0.057268633,0.037955925,-1.508819301,0.131344967,not sig,0.000500948,0.000684601,0.731737165,0.464329007,not sig,SA,LMM_SIG,0.000500948,not sig
rh_inferiorparietal,right,inferior parietal,ASD,-0.019927545,0.037672155,-0.528972799,0.59682432,not sig,0.000283587,0.000680699,0.416610947,0.676963001,not sig,SA,LMM_NOT_SIG,NA,NA
rh_inferiorparietal,right,inferior parietal,BIP,-0.000821016,0.037694753,-0.021780648,0.982622931,not sig,0.00019199,0.00068051,0.282125861,0.777847004,not sig,SA,LMM_NOT_SIG,NA,NA
rh_inferiorparietal,right,inferior parietal,MDD,-0.095785855,0.037733544,-2.538480186,0.011133511,sig,0.00120205,0.000681772,1.763124831,0.077879438,not sig,SA,LMM_SIG,0.00120205,not sig
rh_inferiorparietal,right,inferior parietal,SCZ,0.022668138,0.037838011,0.599083764,0.549117028,not sig,-0.000555535,0.000682046,-0.814512554,0.415351383,not sig,SA,LMM_NOT_SIG,NA,NA
rh_inferiorparietal,right,inferior parietal,SUD,0.017905215,0.037790717,0.473799277,0.63564305,not sig,-0.000512381,0.000684956,-0.748049944,0.454430033,not sig,SA,LMM_NOT_SIG,NA,NA
rh_inferiortemporal,right,inferior temporal,ADHD,-0.046857471,0.036865735,-1.271030423,0.203717826,not sig,0.000303521,0.000664941,0.456463055,0.648057032,not sig,SA,LMM_SIG,0.000303521,not sig
rh_inferiortemporal,right,inferior temporal,ASD,0.024620929,0.036590789,0.672872322,0.501028522,not sig,-0.000599673,0.00066116,-0.907001544,0.364405981,not sig,SA,LMM_NOT_SIG,NA,NA
rh_inferiortemporal,right,inferior temporal,BIP,0.014125934,0.036611395,0.385834345,0.699619358,not sig,1.96E-06,0.000660954,0.002960729,0.997637683,not sig,SA,LMM_NOT_SIG,NA,NA
rh_inferiortemporal,right,inferior temporal,MDD,-0.058873274,0.036661399,-1.605865445,0.108303477,not sig,0.00068025,0.000662403,1.026943903,0.30444688,not sig,SA,LMM_SIG,0.00068025,not sig
rh_inferiortemporal,right,inferior temporal,SCZ,-0.005982512,0.036754992,-0.162767326,0.870701635,not sig,0.000146122,0.000662526,0.220552439,0.825440937,not sig,SA,LMM_NOT_SIG,NA,NA
rh_inferiortemporal,right,inferior temporal,SUD,-0.029557074,0.03670916,-0.805168914,0.420722212,not sig,0.000584898,0.000665356,0.8790751,0.379360558,not sig,SA,LMM_NOT_SIG,NA,NA
rh_isthmuscingulate,right,isthmus cingulate,ADHD,-0.068400026,0.038071483,-1.79662102,0.072395805,not sig,0.000838113,0.000686692,1.220508236,0.222272269,not sig,SA,LMM_SIG,0.000838113,not sig
rh_isthmuscingulate,right,isthmus cingulate,ASD,-0.013615982,0.037780128,-0.360400645,0.718547544,not sig,0.000198768,0.00068265,0.291171501,0.770920158,not sig,SA,LMM_NOT_SIG,NA,NA
rh_isthmuscingulate,right,isthmus cingulate,BIP,0.011661173,0.037798071,0.308512399,0.757692467,not sig,6.67E-05,0.000682379,0.0977925,0.922097063,not sig,SA,LMM_NOT_SIG,NA,NA
rh_isthmuscingulate,right,isthmus cingulate,MDD,0.00439247,0.037860921,0.116015942,0.907639908,not sig,6.73E-05,0.000684078,0.098399315,0.921615219,not sig,SA,LMM_NOT_SIG,NA,NA
rh_isthmuscingulate,right,isthmus cingulate,SCZ,0.016009952,0.037947252,0.421900175,0.673097882,not sig,-0.00022973,0.00068402,-0.335853545,0.73698131,not sig,SA,LMM_NOT_SIG,NA,NA
rh_isthmuscingulate,right,isthmus cingulate,SUD,-0.00543147,0.037898118,-0.143317659,0.88603931,not sig,0.000287152,0.00068691,0.418034495,0.675921897,not sig,SA,LMM_NOT_SIG,NA,NA
rh_lateraloccipital,right,lateral occipital,ADHD,-0.048806358,0.037239247,-1.31061613,0.189987487,not sig,0.000467045,0.000671675,0.695343398,0.486840123,not sig,SA,LMM_SIG,0.000467045,not sig
rh_lateraloccipital,right,lateral occipital,ASD,0.016266326,0.03695278,0.440192198,0.65979791,not sig,-0.000414244,0.0006677,-0.620404271,0.534991661,not sig,SA,LMM_NOT_SIG,NA,NA
rh_lateraloccipital,right,lateral occipital,BIP,0.031109332,0.036974749,0.841366941,0.4001424,not sig,-0.000372156,0.000667512,-0.557526782,0.577167566,not sig,SA,LMM_NOT_SIG,NA,NA
rh_lateraloccipital,right,lateral occipital,MDD,-0.055997405,0.037032604,-1.512110921,0.130505647,not sig,0.00084835,0.000669108,1.267882751,0.204839825,not sig,SA,LMM_NOT_SIG,NA,NA
rh_lateraloccipital,right,lateral occipital,SCZ,0.009725356,0.037117995,0.262011874,0.793312288,not sig,-0.000184095,0.000669068,-0.27515222,0.783199294,not sig,SA,LMM_NOT_SIG,NA,NA
rh_lateraloccipital,right,lateral occipital,SUD,-0.00986443,0.037070456,-0.266099508,0.790162574,not sig,1.58E-05,0.000671902,0.023444823,0.981295451,not sig,SA,LMM_NOT_SIG,NA,NA
rh_lateralorbitofrontal,right,lateral orbitofrontal,ADHD,-0.034189363,0.037774557,-0.905089712,0.365417862,not sig,5.99E-05,0.000681393,0.087937254,0.929926547,not sig,SA,LMM_SIG,5.99E-05,not sig
rh_lateralorbitofrontal,right,lateral orbitofrontal,ASD,-0.016073646,0.037507522,-0.428544602,0.668254668,not sig,0.000230926,0.000677733,0.340733055,0.733304552,not sig,SA,LMM_NOT_SIG,NA,NA
rh_lateralorbitofrontal,right,lateral orbitofrontal,BIP,0.089281812,0.037512627,2.380046908,0.017310434,sig,-0.00126794,0.000677278,-1.872111692,0.061191153,not sig,SA,LMM_NOT_SIG,NA,NA
rh_lateralorbitofrontal,right,lateral orbitofrontal,MDD,0.040973883,0.037570512,1.090586239,0.275454988,not sig,-0.000978943,0.000678876,-1.442006145,0.14930064,not sig,SA,LMM_NOT_SIG,NA,NA
rh_lateralorbitofrontal,right,lateral orbitofrontal,SCZ,-0.000241897,0.037668332,-0.006421765,0.994876208,not sig,0.000177243,0.000679036,0.261022222,0.79407537,not sig,SA,LMM_NOT_SIG,NA,NA
rh_lateralorbitofrontal,right,lateral orbitofrontal,SUD,0.094337831,0.037617984,2.507785361,0.012149044,sig,-0.001814371,0.000681896,-2.660774584,0.007796113,sig,SA,LMM_NOT_SIG,NA,NA
rh_lingual,right,lingual,ADHD,-0.015607963,0.039713148,-0.393017513,0.694306546,not sig,-0.000243344,0.000716296,-0.339725026,0.734063613,not sig,SA,LMM_SIG,-0.000243344,not sig
rh_lingual,right,lingual,ASD,0.038349122,0.039410496,0.973068752,0.330519133,not sig,-0.000883412,0.000712109,-1.240557225,0.214769362,not sig,SA,LMM_NOT_SIG,NA,NA
rh_lingual,right,lingual,BIP,0.017107583,0.039438199,0.43378205,0.664446717,not sig,-0.000269679,0.000711985,-0.378770528,0.704858275,not sig,SA,LMM_NOT_SIG,NA,NA
rh_lingual,right,lingual,MDD,-0.058268478,0.039498248,-1.47521677,0.140154274,not sig,0.000906277,0.000713657,1.269905521,0.204118286,not sig,SA,LMM_NOT_SIG,NA,NA
rh_lingual,right,lingual,SCZ,0.029041727,0.039588313,0.73359344,0.463196561,not sig,-0.00050985,0.000713596,-0.714480277,0.474930248,not sig,SA,LMM_NOT_SIG,NA,NA
rh_lingual,right,lingual,SUD,-0.029443523,0.039538948,-0.74467137,0.456470411,not sig,0.000432427,0.000716643,0.603405802,0.546238763,not sig,SA,LMM_NOT_SIG,NA,NA
rh_medialorbitofrontal,right,medial orbitofrontal,ADHD,-0.078233182,0.036693751,-2.132057359,0.033002131,sig,0.000778598,0.000661865,1.176370173,0.239446985,not sig,SA,LMM_SIG,0.000778598,not sig
rh_medialorbitofrontal,right,medial orbitofrontal,ASD,-0.006872571,0.036434628,-0.188627467,0.850384804,not sig,-5.43E-05,0.000658342,-0.082519932,0.934233269,not sig,SA,LMM_NOT_SIG,NA,NA
rh_medialorbitofrontal,right,medial orbitofrontal,BIP,-0.001146902,0.036448851,-0.031466072,0.974897849,not sig,0.000340393,0.000658042,0.51728093,0.604960064,not sig,SA,LMM_NOT_SIG,NA,NA
rh_medialorbitofrontal,right,medial orbitofrontal,MDD,-0.035636562,0.036501068,-0.976315595,0.328908094,not sig,0.000289973,0.000659526,0.439668406,0.660177289,not sig,SA,LMM_NOT_SIG,NA,NA
rh_medialorbitofrontal,right,medial orbitofrontal,SCZ,-0.031869304,0.036596003,-0.870841103,0.383840919,not sig,0.000641803,0.00065968,0.972899647,0.33060318,not sig,SA,LMM_NOT_SIG,NA,NA
rh_medialorbitofrontal,right,medial orbitofrontal,SUD,0.011961791,0.036549744,0.327274283,0.743460441,not sig,-0.000348005,0.000662496,-0.525293739,0.599379009,not sig,SA,LMM_NOT_SIG,NA,NA
rh_middletemporal,right,middle temporal,ADHD,-0.059066169,0.037131593,-1.590725425,0.111671382,not sig,0.000465912,0.000669735,0.695666333,0.486637814,not sig,SA,LMM_SIG,0.000465912,not sig
rh_middletemporal,right,middle temporal,ASD,-0.012322466,0.036859103,-0.33431269,0.738143615,not sig,5.25E-05,0.000666008,0.078846193,0.937154962,not sig,SA,LMM_NOT_SIG,NA,NA
rh_middletemporal,right,middle temporal,BIP,0.013572786,0.036882039,0.368005296,0.712869285,not sig,-5.34E-05,0.000665839,-0.080273976,0.936019356,not sig,SA,LMM_NOT_SIG,NA,NA
rh_middletemporal,right,middle temporal,MDD,-0.066235587,0.036931372,-1.793477557,0.072896596,not sig,0.000833051,0.00066728,1.248427494,0.211874546,not sig,SA,LMM_SIG,0.000833051,not sig
rh_middletemporal,right,middle temporal,SCZ,-0.012526848,0.037024064,-0.338343395,0.735104425,not sig,0.000135802,0.000667376,0.203486405,0.838754871,not sig,SA,LMM_NOT_SIG,NA,NA
rh_middletemporal,right,middle temporal,SUD,0.008829124,0.036978573,0.238763251,0.811289167,not sig,-0.000240434,0.000670238,-0.358729621,0.719797367,not sig,SA,LMM_NOT_SIG,NA,NA
rh_parahippocampal,right,parahippocampal,ADHD,-0.076662658,0.039089921,-1.961187347,0.049857172,sig,0.000897949,0.000705071,1.273558215,0.202820029,not sig,SA,LMM_SIG,0.000897949,not sig
rh_parahippocampal,right,parahippocampal,ASD,-0.006968295,0.038794978,-0.17961847,0.857452103,not sig,-8.74E-05,0.000700989,-0.124742741,0.900727219,not sig,SA,LMM_NOT_SIG,NA,NA
rh_parahippocampal,right,parahippocampal,BIP,0.03397165,0.03881962,0.875115475,0.381511078,not sig,-0.000575525,0.00070083,-0.821204661,0.411529702,not sig,SA,LMM_NOT_SIG,NA,NA
rh_parahippocampal,right,parahippocampal,MDD,0.050724864,0.038873236,1.304878876,0.191934095,not sig,-0.001195795,0.000702376,-1.702499155,0.088661837,not sig,SA,LMM_NOT_SIG,NA,NA
rh_parahippocampal,right,parahippocampal,SCZ,0.070213075,0.038966242,1.801894976,0.071561931,not sig,-0.001374101,0.000702395,-1.95630875,0.050428794,not sig,SA,LMM_NOT_SIG,NA,NA
rh_parahippocampal,right,parahippocampal,SUD,-0.030884828,0.038919505,-0.793556557,0.427453631,not sig,0.000437264,0.000705433,0.619852072,0.535355183,not sig,SA,LMM_NOT_SIG,NA,NA
rh_paracentral,right,paracentral,ADHD,-0.055487386,0.038800655,-1.430063136,0.152698899,not sig,0.000651974,0.000699842,0.931602357,0.351542065,not sig,SA,LMM_NOT_SIG,NA,NA
rh_paracentral,right,paracentral,ASD,0.009760877,0.038499947,0.25352962,0.799858975,not sig,-0.000234375,0.000695656,-0.336912682,0.736182725,not sig,SA,LMM_NOT_SIG,NA,NA
rh_paracentral,right,paracentral,BIP,-0.02993101,0.03852278,-0.776969105,0.437176998,not sig,0.000628027,0.000695461,0.903036085,0.366506744,not sig,SA,LMM_NOT_SIG,NA,NA
rh_paracentral,right,paracentral,MDD,-0.020551733,0.038571205,-0.532825785,0.594154183,not sig,-6.54E-05,0.00069691,-0.093838402,0.925237526,not sig,SA,LMM_SIG,-6.54E-05,not sig
rh_paracentral,right,paracentral,SCZ,-0.039589336,0.038669895,-1.023776639,0.305940787,not sig,0.000778152,0.000697044,1.116359447,0.264268305,not sig,SA,LMM_NOT_SIG,NA,NA
rh_paracentral,right,paracentral,SUD,0.03968581,0.038622394,1.027533667,0.304169241,not sig,-0.00069457,0.000700036,-0.992192153,0.3211038,not sig,SA,LMM_NOT_SIG,NA,NA
rh_parsopercularis,right,pars opercularis,ADHD,-0.037527366,0.039900803,-0.940516574,0.346952652,not sig,0.000326321,0.000719683,0.453422876,0.650244267,not sig,SA,LMM_NOT_SIG,NA,NA
rh_parsopercularis,right,pars opercularis,ASD,0.047358721,0.039587702,1.196298798,0.231579978,not sig,-0.001024064,0.000715311,-1.431634791,0.152248367,not sig,SA,LMM_NOT_SIG,NA,NA
rh_parsopercularis,right,pars opercularis,BIP,-0.002517962,0.039609948,-0.063568934,0.949313469,not sig,0.000336468,0.000715087,0.470526865,0.637978645,not sig,SA,LMM_NOT_SIG,NA,NA
rh_parsopercularis,right,pars opercularis,MDD,-0.000572297,0.039672126,-0.014425681,0.988490371,not sig,-0.000268444,0.000716801,-0.374503433,0.708029803,not sig,SA,LMM_NOT_SIG,NA,NA
rh_parsopercularis,right,pars opercularis,SCZ,0.010168406,0.039765729,0.255707775,0.798176491,not sig,-0.00024348,0.000716796,-0.339678153,0.734098916,not sig,SA,LMM_NOT_SIG,NA,NA
rh_parsopercularis,right,pars opercularis,SUD,0.005015035,0.039716701,0.126270186,0.899518056,not sig,-3.98E-05,0.000719868,-0.055297657,0.955901329,not sig,SA,LMM_NOT_SIG,NA,NA
rh_parsorbitalis,right,pars orbitalis,ADHD,-0.038878673,0.037246824,-1.043811746,0.296572496,not sig,0.000158747,0.00067182,0.236293505,0.813204927,not sig,SA,LMM_SIG,0.000158747,not sig
rh_parsorbitalis,right,pars orbitalis,ASD,-0.021699869,0.036971563,-0.586934058,0.557247995,not sig,0.000368515,0.00066804,0.551635878,0.58119785,not sig,SA,LMM_NOT_SIG,NA,NA
rh_parsorbitalis,right,pars orbitalis,BIP,0.05654953,0.036989082,1.52881679,0.126309869,not sig,-0.000781108,0.000667777,-1.169713725,0.242116193,not sig,SA,LMM_NOT_SIG,NA,NA
rh_parsorbitalis,right,pars orbitalis,MDD,0.018104625,0.037048745,0.488670392,0.625075068,not sig,-0.000510502,0.000669406,-0.762619931,0.445690095,not sig,SA,LMM_NOT_SIG,NA,NA
rh_parsorbitalis,right,pars orbitalis,SCZ,-0.01216204,0.037131839,-0.327536697,0.743261992,not sig,0.000436929,0.000669323,0.652792534,0.513890037,not sig,SA,LMM_NOT_SIG,NA,NA
rh_parsorbitalis,right,pars orbitalis,SUD,0.033330102,0.037087406,0.898690581,0.368817496,not sig,-0.000742525,0.000672219,-1.104588009,0.269338149,not sig,SA,LMM_NOT_SIG,NA,NA
rh_parstriangularis,right,pars triangularis,ADHD,-0.014793711,0.039131266,-0.378053481,0.705390865,not sig,-0.000154335,0.000705802,-0.218666134,0.826910132,not sig,SA,LMM_SIG,-0.000154335,not sig
rh_parstriangularis,right,pars triangularis,ASD,0.036131447,0.038829615,0.930512628,0.352105729,not sig,-0.000722556,0.000701613,-1.029850663,0.303080114,not sig,SA,LMM_NOT_SIG,NA,NA
rh_parstriangularis,right,pars triangularis,BIP,-0.000731794,0.038850117,-0.018836328,0.984971673,not sig,0.000292263,0.000701369,0.416703273,0.67689546,not sig,SA,LMM_NOT_SIG,NA,NA
rh_parstriangularis,right,pars triangularis,MDD,0.04945308,0.038912585,1.270876243,0.203772679,not sig,-0.001071578,0.000703077,-1.524127286,0.127476918,not sig,SA,LMM_NOT_SIG,NA,NA
rh_parstriangularis,right,pars triangularis,SCZ,0.025703252,0.039001983,0.659024217,0.509880218,not sig,-0.000374546,0.000703028,-0.53276062,0.594199297,not sig,SA,LMM_NOT_SIG,NA,NA
rh_parstriangularis,right,pars triangularis,SUD,-0.039195804,0.038953895,-1.006210132,0.314314499,not sig,0.000667345,0.000706041,0.945192797,0.344560456,not sig,SA,LMM_NOT_SIG,NA,NA
rh_pericalcarine,right,pericalcarine,ADHD,-0.023235377,0.040559823,-0.572866812,0.566734877,not sig,-4.26E-07,0.000731567,-0.000582964,0.999534862,not sig,SA,LMM_SIG,-4.26E-07,not sig
rh_pericalcarine,right,pericalcarine,ASD,0.00631989,0.040246466,0.15702969,0.875221449,not sig,-0.000178914,0.000727214,-0.246026466,0.805661745,not sig,SA,LMM_NOT_SIG,NA,NA
rh_pericalcarine,right,pericalcarine,BIP,-0.050365596,0.040270279,-1.25068901,0.211047962,not sig,0.000986468,0.000727007,1.356890412,0.174816034,not sig,SA,LMM_NOT_SIG,NA,NA
rh_pericalcarine,right,pericalcarine,MDD,-0.030266784,0.040333452,-0.75041394,0.453005438,not sig,0.000368506,0.000728748,0.505670182,0.613088204,not sig,SA,LMM_NOT_SIG,NA,NA
rh_pericalcarine,right,pericalcarine,SCZ,-0.03892315,0.04042475,-0.962854437,0.335620578,not sig,0.000656916,0.000728673,0.901524013,0.367309772,not sig,SA,LMM_NOT_SIG,NA,NA
rh_pericalcarine,right,pericalcarine,SUD,-0.073081979,0.040366883,-1.810443938,0.070226971,not sig,0.000991937,0.000731649,1.3557543,0.175177356,not sig,SA,LMM_NOT_SIG,NA,NA
rh_postcentral,right,postcentral,ADHD,-0.081204651,0.037882593,-2.143587448,0.032065957,sig,0.000896603,0.000683282,1.312199604,0.189452795,not sig,SA,LMM_SIG,0.000896603,not sig
rh_postcentral,right,postcentral,ASD,-0.017448852,0.037602498,-0.46403438,0.642623114,not sig,0.000148434,0.00067944,0.218465448,0.827066477,not sig,SA,LMM_NOT_SIG,NA,NA
rh_postcentral,right,postcentral,BIP,-0.042613927,0.037621039,-1.132715321,0.257333822,not sig,0.001066361,0.000679181,1.570067598,0.116399386,not sig,SA,LMM_NOT_SIG,NA,NA
rh_postcentral,right,postcentral,MDD,-0.039682376,0.037676899,-1.05322827,0.292236385,not sig,0.000348207,0.000680751,0.51150437,0.60899793,not sig,SA,LMM_SIG,0.000348207,not sig
rh_postcentral,right,postcentral,SCZ,-0.057887385,0.037769797,-1.532636893,0.125365346,not sig,0.001024854,0.000680819,1.505324713,0.132240615,not sig,SA,LMM_NOT_SIG,NA,NA
rh_postcentral,right,postcentral,SUD,0.057681517,0.037722574,1.529098149,0.126240114,not sig,-0.000947883,0.000683725,-1.386350325,0.165639957,not sig,SA,LMM_NOT_SIG,NA,NA
rh_posteriorcingulate,right,posterior cingulate,ADHD,-0.12343129,0.038724326,-3.187435429,0.001435405,sig,0.001775211,0.000698466,2.541586742,0.011035056,sig,SA,LMM_SIG,0.001775211,sig
rh_posteriorcingulate,right,posterior cingulate,ASD,-0.014656417,0.038434152,-0.381338377,0.70295218,not sig,0.000213528,0.000694468,0.307470711,0.758485113,not sig,SA,LMM_NOT_SIG,NA,NA
rh_posteriorcingulate,right,posterior cingulate,BIP,-0.020895993,0.038453067,-0.543415493,0.586843761,not sig,0.000636699,0.000694203,0.917164977,0.359056196,not sig,SA,LMM_NOT_SIG,NA,NA
rh_posteriorcingulate,right,posterior cingulate,MDD,-0.039658553,0.038514701,-1.029699099,0.303151278,not sig,0.000512249,0.00069589,0.736105721,0.461666362,not sig,SA,LMM_NOT_SIG,NA,NA
rh_posteriorcingulate,right,posterior cingulate,SCZ,0.003193148,0.038604507,0.082714383,0.934078648,not sig,-2.00E-05,0.000695866,-0.028785681,0.977035521,not sig,SA,LMM_NOT_SIG,NA,NA
rh_posteriorcingulate,right,posterior cingulate,SUD,0.051531655,0.038555462,1.336559111,0.181366593,not sig,-0.0009929,0.000698823,-1.4208179,0.155369705,not sig,SA,LMM_NOT_SIG,NA,NA
rh_precentral,right,precentral,ADHD,-0.080093729,0.036501029,-2.194286906,0.02821479,sig,0.000925097,0.000658364,1.405145365,0.159978057,not sig,SA,LMM_SIG,0.000925097,not sig
rh_precentral,right,precentral,ASD,-0.011071951,0.036229915,-0.305602466,0.759907343,not sig,6.23E-05,0.000654639,0.095180835,0.924171192,not sig,SA,LMM_NOT_SIG,NA,NA
rh_precentral,right,precentral,BIP,9.45E-05,0.036252191,0.002605519,0.997921099,not sig,0.000129261,0.00065447,0.197504365,0.843432866,not sig,SA,LMM_NOT_SIG,NA,NA
rh_precentral,right,precentral,MDD,-0.025186451,0.036300536,-0.693831376,0.487787964,not sig,8.99E-05,0.000655884,0.137068828,0.890976392,not sig,SA,LMM_SIG,8.99E-05,not sig
rh_precentral,right,precentral,SCZ,0.004948625,0.036391523,0.135982908,0.891834793,not sig,-3.73E-05,0.000655976,-0.056813982,0.954693376,not sig,SA,LMM_NOT_SIG,NA,NA
rh_precentral,right,precentral,SUD,0.096609937,0.036342587,2.658312084,0.007853313,sig,-0.00178764,0.000658714,-2.713833078,0.006650967,sig,SA,LMM_NOT_SIG,NA,NA
rh_precuneus,right,precuneus,ADHD,-0.077260043,0.037470159,-2.061908615,0.039216437,sig,0.00083775,0.00067584,1.239568778,0.215134935,not sig,SA,LMM_SIG,0.00083775,not sig
rh_precuneus,right,precuneus,ASD,0.010322169,0.037191863,0.277538366,0.78136675,not sig,-0.000351059,0.00067202,-0.522393901,0.601396101,not sig,SA,LMM_NOT_SIG,NA,NA
rh_precuneus,right,precuneus,BIP,0.0437094,0.037209707,1.17467734,0.240123828,not sig,-0.000448185,0.000671754,-0.667186001,0.504653332,not sig,SA,LMM_NOT_SIG,NA,NA
rh_precuneus,right,precuneus,MDD,-0.01991578,0.037269689,-0.534369362,0.593086012,not sig,6.20E-05,0.000673392,0.092090103,0.926626452,not sig,SA,LMM_NOT_SIG,NA,NA
rh_precuneus,right,precuneus,SCZ,-0.007543804,0.037358728,-0.201928836,0.839972359,not sig,0.000184194,0.000673407,0.273525531,0.784449269,not sig,SA,LMM_NOT_SIG,NA,NA
rh_precuneus,right,precuneus,SUD,0.043388545,0.037311464,1.162874365,0.24488048,not sig,-0.000686157,0.000676271,-1.014618549,0.310287694,not sig,SA,LMM_NOT_SIG,NA,NA
rh_rostralanteriorcingulate,right,rostral anterior cingulate,ADHD,-0.042369321,0.03953358,-1.071729923,0.283841356,not sig,0.000245733,0.000713067,0.344614096,0.730384508,not sig,SA,LMM_SIG,0.000245733,not sig
rh_rostralanteriorcingulate,right,rostral anterior cingulate,ASD,0.000296305,0.039235486,0.007551974,0.993974453,not sig,-0.000184763,0.000708948,-0.260615349,0.794389152,not sig,SA,LMM_NOT_SIG,NA,NA
rh_rostralanteriorcingulate,right,rostral anterior cingulate,BIP,0.001942786,0.039256309,0.049489779,0.960528982,not sig,0.000231527,0.000708709,0.326689199,0.743902971,not sig,SA,LMM_NOT_SIG,NA,NA
rh_rostralanteriorcingulate,right,rostral anterior cingulate,MDD,-0.022245421,0.039312897,-0.565855539,0.571491988,not sig,3.79E-05,0.000710316,0.053315363,0.95748064,not sig,SA,LMM_NOT_SIG,NA,NA
rh_rostralanteriorcingulate,right,rostral anterior cingulate,SCZ,-0.010722819,0.039409464,-0.272087421,0.785554801,not sig,0.000344945,0.00071038,0.485578934,0.627265736,not sig,SA,LMM_NOT_SIG,NA,NA
rh_rostralanteriorcingulate,right,rostral anterior cingulate,SUD,-0.004284691,0.039362238,-0.108852819,0.913319229,not sig,9.79E-05,0.000713451,0.1372181,0.890858404,not sig,SA,LMM_NOT_SIG,NA,NA
rh_rostralmiddlefrontal,right,rostral middle frontal,ADHD,-0.100555476,0.036808076,-2.731886205,0.006297289,sig,0.001155238,0.000663898,1.740082001,0.08184462,not sig,SA,LMM_SIG,0.001155238,not sig
rh_rostralmiddlefrontal,right,rostral middle frontal,ASD,-0.024660044,0.036544637,-0.67479242,0.499807657,not sig,0.000246906,0.000660326,0.3739149,0.708467631,not sig,SA,LMM_NOT_SIG,NA,NA
rh_rostralmiddlefrontal,right,rostral middle frontal,BIP,-0.003368202,0.036563939,-0.092118134,0.926604181,not sig,0.000380266,0.000660096,0.576077381,0.564562879,not sig,SA,LMM_NOT_SIG,NA,NA
rh_rostralmiddlefrontal,right,rostral middle frontal,MDD,-0.052129102,0.036616815,-1.423638331,0.154551194,not sig,0.000555139,0.000661596,0.839091032,0.401418228,not sig,SA,LMM_SIG,0.000555139,not sig
rh_rostralmiddlefrontal,right,rostral middle frontal,SCZ,-0.042710019,0.03670908,-1.163472889,0.244637691,not sig,0.00078958,0.000661697,1.193264712,0.232765718,not sig,SA,LMM_NOT_SIG,NA,NA
rh_rostralmiddlefrontal,right,rostral middle frontal,SUD,0.015840593,0.036664092,0.432046504,0.665707614,not sig,-0.000359288,0.000664537,-0.540658894,0.588742716,not sig,SA,LMM_NOT_SIG,NA,NA
rh_superiorfrontal,right,superior frontal,ADHD,-0.077672047,0.03674441,-2.113846605,0.034528371,sig,0.000714772,0.000662752,1.078491562,0.280814445,not sig,SA,LMM_SIG,0.000714772,not sig
rh_superiorfrontal,right,superior frontal,ASD,0.027228769,0.036484043,0.746319958,0.455474158,not sig,-0.00064664,0.000659231,-0.980901044,0.326641542,not sig,SA,LMM_NOT_SIG,NA,NA
rh_superiorfrontal,right,superior frontal,BIP,-0.002240353,0.036502031,-0.06137612,0.95105967,not sig,0.000364943,0.000658979,0.553801462,0.579714728,not sig,SA,LMM_NOT_SIG,NA,NA
